"id","symbol","chr","position","strand","product","tissue","statistic","dm","p.value","q.value"
"cg06305609","BCNP1","19",17495172,"","B-cell novel protein 1","FCTX",-0.76609832590476,-0.0133375605487212,0.4450066187067,0.994688424085358
"cg20916523","VHL","3",10159584,"+","von Hippel-Lindau tumor suppressor isoform 1","FCTX",0.766040092281655,0.0147474428409777,0.445041145157833,0.994688424085358
"cg20870559","OAS2","12",111900901,"","2 -5prime-oligoadenylate synthetase 2 isoform 2","FCTX",-0.765919146211991,-0.0115522227589875,0.445112858471152,0.994688424085358
"cg20822579","RIPK3","14",23878913,"-","receptor-interacting serine-threonine kinase 3","TCTX",-0.766065063430951,-0.0123061292747331,0.445117252345292,0.973634788646489
"cg20707345","ACD","16",66253368,"","adrenocortical dysplasia homolog","FCTX",0.765823597845535,0.0126058329643201,0.445191173917199,0.994688424085358
"cg14448116","ADAMTS4","1",159436734,"","ADAM metallopeptidase with thrombospondin type 1 motif; 4 preproprotein","TCTX",-0.765869885130543,-0.0202939703536094,0.445232955078733,0.973634788646489
"cg13547644","ACTA1","1",227636231,"-","alpha 1 actin precursor","TCTX",-0.765582174742763,-0.0142174908501815,0.445403542971807,0.973634788646489
"cg27234090","USP2","11",118757064,"-","ubiquitin specific protease 2 isoform a","TCTX",-0.765529333648843,-0.0094526709724886,0.445434877363893,0.973634788646489
"cg16899306","HLA-DQB2","6",32840563,"","major histocompatibility complex; class II; DQ beta 2","FCTX",0.765265602952337,0.0184746297951714,0.445500483277088,0.994688424085358
"cg20648149","SYNE2","14",63388842,"+","spectrin repeat containing; nuclear envelope 2 isoform a","TCTX",-0.765417675984644,-0.00655088519774855,0.445501093746084,0.973634788646489
"cg10328573","KRT9","17",36981747,"-","keratin 9","PONS",-0.765594151997166,-0.0110023752021956,0.445557443735373,0.745607272539571
"cg02324920","NEURL","10",105243142,"+","neuralized-like","PONS",0.765564204683103,0.00876822545549251,0.445560451325509,0.745607272539571
"cg21949305","ADORA2A","22",23158655,"","adenosine A2a receptor","TCTX",0.765215629223343,0.0102347362039898,0.445620928039217,0.973634788646489
"cg13064571","C8orf44","8",67749607,"","hypothetical protein LOC56260","PONS",-0.765460867617597,-0.0107353096344681,0.445621708796605,0.745607272539571
"cg11173246","TSPAN4","11",831376,"","tetraspanin 4 isoform a","FCTX",0.764996032247672,0.00980589736927955,0.445660425756104,0.994688424085358
"cg19868730","POPDC2","3",120862702,"","popeye protein 2","FCTX",0.764722014067164,0.00759373251888585,0.445823040939519,0.994688424085358
"cg13904968","PCK1","20",55569418,"","cytosolic phosphoenolpyruvate carboxykinase 1","FCTX",0.764625105588615,0.0152253158611771,0.445880559139343,0.994688424085358
"cg24555600","DHRS4","14",23492796,"+","peroxisomal short-chain alcohol dehydrogenase","FCTX",0.764563480906431,0.0127815370825247,0.445917137531259,0.994688424085358
"cg20603888","MYEF2","15",46258265,"","myelin gene expression factor 2","FCTX",-0.76451537028785,-0.00913120557451539,0.445945695619673,0.994688424085358
"cg11120551","CHD1L","1",145180620,"+","chromodomain helicase DNA binding protein 1-like","TCTX",-0.764369958232035,-0.00599927539035246,0.446122698740825,0.973634788646489
"cg04749104","STEAP3","2",119697639,"+","dudulin 2 isoform a","PONS",-0.76458639664558,-0.00431579222405005,0.446140283613694,0.745954026195682
"cg06206626","ASPHD2","22",25155900,"","hypothetical protein LOC57168","CRBLM",0.764592961623839,0.0130277244478303,0.446166102555865,0.749659173719392
"cg19481686","CDKN2B","9",21995288,"-","cyclin-dependent kinase inhibitor 2B isoform 2","TCTX",-0.763925644774245,-0.00936947380875481,0.446386458297491,0.973634788646489
"cg18905252","CFC1","2",131072832,"-","cryptic","FCTX",-0.763499160810297,-0.00932104747962539,0.446549155807058,0.994688424085358
"cg17638468","CD200R1","3",114176752,"","CD200 receptor 1 isoform a","TCTX",0.762999522785426,0.0131813887641545,0.446936524545711,0.973634788646489
"cg05185584","KCNJ11","11",17366758,"","potassium inwardly-rectifying channel J11","FCTX",0.762601087242252,0.0102818178014499,0.447082853956106,0.994688424085358
"cg04286933","APOBEC3G","22",37802689,"","apolipoprotein B mRNA editing enzyme; catalytic polypeptide-like 3G","PONS",0.762900856800166,0.00921158043936629,0.447140816888977,0.746390284454694
"cg26191951","RNASE2","14",20493306,"","ribonuclease; RNase A family; 2 (liver; eosinophil-derived neurotoxin)","TCTX",0.762650629535123,0.00561391308452395,0.447143849406981,0.973634788646489
"cg27034836","GLB1","3",33114102,"-","galactosidase; beta 1","TCTX",0.762539877683164,0.00890663847030524,0.447209673699511,0.973634788646489
"cg17238009","C10orf11","10",77212588,"+","chromosome 10 open reading frame 11","FCTX",0.76227956349986,0.0140250947057487,0.447274015038953,0.994688424085358
"cg10082841","PIP5KL1","9",129729142,"-","phosphatidylinositol-4-phosphate 5-kinase-like 1","PONS",0.76263807565952,0.00828623827508191,0.447296919744667,0.746390284454694
"cg08319404","THRB","3",24512439,"-","thyroid hormone receptor; beta","PONS",-0.762572723603325,-0.00993916249424297,0.447335746442797,0.746390284454694
"cg10519140","SLC29A1","6",44295054,"+","solute carrier family 29 (nucleoside transporters); member 1","CRBLM",-0.761906677282374,-0.0173921374704921,0.447761159206242,0.751005090127789
"cg08397758","C10orf33","10",100164843,"","hypothetical protein LOC84795","FCTX",-0.761439517025143,-0.0103407289057677,0.447773684260051,0.994688424085358
"cg00706536","ATP6V0A1","17",37863352,"","ATPase; H+ transporting; lysosomal V0 subunit a isoform 1","FCTX",-0.761218611665847,-0.00765004790910421,0.447905134554831,0.994688424085358
"cg11532513","LRTM1","3",54937282,"","hypothetical protein LOC57408","FCTX",0.761211864981914,0.0124524527446099,0.447909149535247,0.994688424085358
"cg10313673","CILP2","19",19510144,"+","cartilage intermediate layer protein 2","CRBLM",0.761657644464084,0.00711472298347516,0.447909195651774,0.751005090127789
"cg23595927","MYL5","4",661851,"+","myosin regulatory light chain 5","PONS",0.761249540986941,0.00993998176625623,0.448122287998366,0.747182325709175
"cg04439215","KCTD4","13",44666901,"","potassium channel tetramerisation domain containing 4","CRBLM",-0.76113009276418,-0.0135823126113121,0.448222889507073,0.751005090127789
"cg19008097","CD14","5",139993170,"","CD14 antigen precursor","FCTX",0.760519458428299,0.0103693858362244,0.448321313620089,0.994688424085358
"cg01015871","MT4","16",55156689,"","metallothionein IV","TCTX",0.760583554204759,0.00574820173120914,0.44838542228473,0.973634788646489
"cg21066636","TM4SF5","17",4622041,"","transmembrane 4 superfamily member 5","FCTX",0.760186269689127,0.0146909270346523,0.448519726212674,0.994688424085358
"cg00075967","STRA6","15",72282407,"","stimulated by retinoic acid gene 6 homolog","TCTX",0.760275685296362,0.00901615578059765,0.448556596823443,0.973634788646489
"cg11521325","FLJ32926","19",53500080,"","hypothetical protein LOC93233","CRBLM",0.760132219164536,0.00894626876596823,0.448816592939588,0.751005090127789
"cg00392257","ISG20L2","1",154963371,"","interferon stimulated exonuclease gene 20kDa-like 2","TCTX",0.759797033487904,0.00451555675706561,0.448841635549116,0.973634788646489
"cg02838492","KIF12","9",115901109,"-","kinesin family member 12","CRBLM",0.759731290027436,0.00876877959170796,0.449055260544209,0.751005090127789
"cg14772955","KIAA0319L","1",35796991,"","polycystic kidney disease 1-like isoform b","TCTX",-0.759429315612163,-0.00438585744512187,0.449060683418978,0.973634788646489
"cg18490846","C17orf73","17",46200721,"","hypothetical protein LOC55018","FCTX",0.759210912511405,0.0156184338188052,0.449100837421618,0.994688424085358
"cg22956254","GDF3","12",7739914,"","growth differentiation factor 3 precursor","CRBLM",0.759622404897216,0.0101128378549785,0.449120090969326,0.751005090127789
"cg08331313","SPARC","5",151046653,"-","secreted protein; acidic; cysteine-rich (osteonectin)","FCTX",-0.759009151479691,-0.0115201868636521,0.449221099195124,0.994688424085358
"cg19352038","PAX3","2",222873113,"-","paired box gene 3 isoform PAX3","CRBLM",-0.759304004075191,-0.0257195313128436,0.449309698342805,0.751005090127789
"cg15823100","PISD","22",30357580,"","phosphatidylserine decarboxylase","TCTX",-0.758773223371905,-0.00945040986379902,0.449451667065038,0.973634788646489
"cg24355006","CSNK1G2","19",1920744,"+","casein kinase 1; gamma 2","CRBLM",0.759027043036784,0.0142377046455181,0.449474665794345,0.751005090127789
"cg05820087","ATP13A4","3",194755255,"","ATPase type 13A4","FCTX",-0.758551572824316,-0.012319624835963,0.449493912209671,0.994688424085358
"cg18084554","ARID3A","19",880046,"","AT rich interactive domain 3A (BRIGHT- like) protein","FCTX",0.758462084392362,0.014954436872616,0.449547277225416,0.994688424085358
"cg06529761","DNASE1","16",3642487,"","deoxyribonuclease I precursor","FCTX",0.758298911352395,0.0106700648469125,0.449644592249686,0.994688424085358
"cg15060813","LRFN3","19",41120148,"","leucine rich repeat and fibronectin type III domain containing 3","TCTX",0.758264945178097,0.0100064991295935,0.449754698506445,0.973634788646489
"cg02641676","SLC20A2","8",42516921,"-","solute carrier family 20; member 2","TCTX",0.757953934358073,0.00976615144822034,0.449940178507559,0.973634788646489
"cg08251399","EHD3","2",31311112,"+","EH-domain containing 3","PONS",0.758124777260811,0.00832959042785643,0.449982903390949,0.749762890490066
"cg26414731","PSMF1","20",1041776,"","proteasome inhibitor subunit 1 isoform 1","CRBLM",0.758047056437758,0.0177190149078,0.4500737769774,0.751482069434043
"cg13530946","IARS2","1",218333422,"","mitochondrial isoleucine tRNA synthetase","FCTX",-0.757495100431712,-0.0084767690072585,0.45012415462105,0.994688424085358
"cg00342530","GARNL3","9",129066841,"","GTPase activating Rap/RanGAP domain-like 3","FCTX",0.75702050753748,0.00782723221016293,0.450407439518941,0.994688424085358
"cg21794225","PRKD1","14",29467215,"-","protein kinase D1","FCTX",0.756737220808362,0.0119823462479335,0.450576582282197,0.994688424085358
"cg09837803","IL16","15",79261396,"","interleukin 16 isoform 1 precursor","PONS",-0.757121450303307,-0.00941414699124643,0.450581266237352,0.750238161156842
"cg12113819","THRAP2","12",115200537,"-","thyroid hormone receptor associated protein 2","CRBLM",0.756769791803192,0.0094533555800599,0.450820459471424,0.752204610650091
"cg23349242","SUSD2","22",22907448,"","sushi domain containing 2","FCTX",0.755511477635477,0.0119533214581832,0.451308859237689,0.994688424085358
"cg14652095","HIST1H1A","6",26126164,"-","H1 histone family; member 1","PONS",0.755213422741575,0.0112493923415082,0.451720432455772,0.751612608447243
"cg11043092","MCPH1","8",6275312,"","microcephalin","TCTX",-0.755049690486823,-0.00930607015868339,0.451790012005662,0.973634788646489
"cg17124700","RGS8","1",180909371,"","regulator of G-protein signalling 8","TCTX",-0.754523808459376,-0.0184957702228502,0.45198873911046,0.973634788646489
"cg16890093","PSMB8","6",32921062,"","proteasome beta 8 subunit isoform E1 proprotein","CRBLM",-0.754408212740879,-0.0120019865526989,0.452230926760762,0.753425024772984
"cg19385139","COL4A2","13",109756362,"","alpha 2 type IV collagen preproprotein","FCTX",-0.753618780185807,-0.016143344045743,0.452440921302223,0.994688424085358
"cg25569462","FLJ25801","4",189263854,"","hypothetical protein LOC205860","CRBLM",0.75380360970769,0.030449516731876,0.452592435661811,0.753425024772984
"cg08331960","SLC9A3R2","16",2016598,"+","solute carrier family 9 isoform 3 regulator 2","CRBLM",0.753589667343519,0.0104031226548325,0.452720397360405,0.753425024772984
"cg04845579","SULF1","8",70541227,"","sulfatase 1","PONS",0.7534649330217,0.0111172971861309,0.452765796416025,0.752134902025413
"cg18450227","MAPK4","18",46444635,"+","mitogen-activated protein kinase 4","CRBLM",0.753440384397164,0.0237052853058547,0.452809697693279,0.753425024772984
"cg00955451","APBA2","15",27000932,"","amyloid beta A4 precursor protein-binding; family A; member 2","TCTX",-0.75308532262465,-0.00591754159225048,0.452849426483602,0.973634788646489
"cg21716693","CPNE5","6",36914860,"-","copine V","TCTX",-0.752890544310297,-0.00818940952172244,0.452966039922247,0.973634788646489
"cg11536940","PGCP","8",97727252,"+","plasma glutamate carboxypeptidase","PONS",-0.753125675538762,-0.00981821722278019,0.452968787499919,0.752134902025413
"cg26509022","ALDH1A3","15",99236819,"+","aldehyde dehydrogenase 1A3","PONS",0.753113506035637,0.00930783060089692,0.452976069959378,0.752134902025413
"cg24389359","CCDC63","12",109768611,"","hypothetical protein LOC160762","FCTX",0.752593337859556,0.0114133424248883,0.453054937119176,0.994688424085358
"cg20807545","ADAMTS18","16",76027039,"-","ADAM metallopeptidase with thrombospondin type 1 motif; 18 isoform 2 preproprotein","PONS",0.752517996639451,0.00817205788612835,0.453332515830789,0.752205476406212
"cg23841186","SOAT2","12",51778929,"","sterol O-acyltransferase 2","TCTX",0.752217495521603,0.0129149849369255,0.453369125167202,0.973634788646489
"cg02647265","FLJ22471","12",123022117,"","hypothetical protein LOC80212","CRBLM",0.75247891980293,0.0123918481414316,0.453385082730429,0.753858888426168
"cg13656062","CYP4F2","19",15869723,"","cytochrome P450; family 4; subfamily F; polypeptide 2","FCTX",0.751805507659069,0.0125365754699718,0.45352699829764,0.994688424085358
"cg13055278","ID2","2",8739739,"+","inhibitor of DNA binding 2","TCTX",-0.751462027240742,-0.0265053877936798,0.453821815004423,0.973634788646489
"cg17306637","CLDN20","6",155626401,"","claudin 20","TCTX",-0.751094279005417,-0.0227012969577301,0.454042269555769,0.973634788646489
"cg22074858","GBP3","1",89261018,"","guanylate binding protein 3","CRBLM",-0.751300482133193,-0.00992324190988612,0.454090884751212,0.753951296010605
"cg11498156","TLX1","10",102880135,"","T-cell leukemia; homeobox 1","CRBLM",-0.751264826169405,-0.0134884826431738,0.454112249972944,0.753951296010605
"cg20191453","AMT","3",49434859,"-","aminomethyltransferase (glycine cleavage system protein T)","FCTX",0.75050595399685,0.0139711396745371,0.454306292989753,0.994688424085358
"cg18705301","NDUFAF1","15",39482722,"-","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex; assembly factor 1","FCTX",-0.75049408613966,-0.0136184528858898,0.454313413225192,0.994688424085358
"cg10145926","C14orf139","14",94945545,"","hypothetical protein LOC79686","CRBLM",0.750810272736668,0.00870269247547752,0.454384670884521,0.753951296010605
"cg04587829","FN3K","17",78286236,"+","fructosamine 3 kinase","FCTX",-0.749948457819172,-0.00993550528300762,0.454651325063929,0.994688424085358
"cg12228229","DLG4","17",7062985,"","postsynaptic density protein 95","FCTX",0.74982643239372,0.00893347571591023,0.454724567188378,0.994688424085358
"cg16245261","PRKCDBP","11",6298933,"-","protein kinase C; delta binding protein","PONS",0.750082891284749,0.0120139341528264,0.454791731659537,0.754104490696368
"cg20191453","AMT","3",49434859,"-","aminomethyltransferase (glycine cleavage system protein T)","TCTX",-0.749580286993354,-0.0123214729208066,0.454950508086439,0.973634788646489
"cg26987645","FMOD","1",201587009,"-","fibromodulin precursor","CRBLM",-0.749720910778655,-0.00848140882211222,0.45503792230281,0.754220033581847
"cg17901463","GSTM1","1",110031996,"+","glutathione S-transferase M1 isoform 1","PONS",0.749464077850796,0.0103802242654204,0.455162977177474,0.754198128158526
"cg14446712","SDPR","2",192420403,"","serum deprivation response protein","FCTX",0.749075009611685,0.0117182995340852,0.455165260449969,0.994688424085358
"cg08912400","CHRNA4","20",61463871,"-","cholinergic receptor; nicotinic; alpha polypeptide 4 precursor","CRBLM",-0.749490438083904,-0.0131293944913608,0.455176197228444,0.754220033581847
"cg14706739","EPB49","8",21972301,"","erythrocyte membrane protein band 4.9 (dematin)","TCTX",0.749188867895671,0.00903494767750121,0.455185487455312,0.973634788646489
"cg20654468","LPXN","11",58099573,"","leupaxin","TCTX",-0.749156117984255,-0.011803023334931,0.455205151240136,0.973634788646489
"cg00463577","C6orf150","6",74218632,"-","hypothetical protein LOC115004","TCTX",-0.748924411070087,-0.00750011325350361,0.455344287123236,0.973634788646489
"cg22009923","CD151","11",822065,"","CD151 antigen isoform 4","PONS",-0.748594753448755,-0.00502534174523508,0.455684804086217,0.754540974837994
"cg17500962","C16orf47","16",71736452,"","hypothetical protein LOC388289","FCTX",0.748184903359167,0.0137402468892099,0.455700039883146,0.994688424085358
"cg20163033","C4orf8","4",2596992,"","hypothetical protein LOC8603","FCTX",-0.748156777262217,-0.0134041816393148,0.455716943982944,0.994688424085358
"cg22627427","C11orf9","11",61279074,"","hypothetical protein LOC745","TCTX",-0.748121072810537,-0.0229195623326817,0.455826865100992,0.973634788646489
"cg02939139","RASAL1","12",112058587,"-","RAS protein activator like 1","FCTX",0.747825401701945,0.0120321509868493,0.455916131284669,0.994688424085358
"cg26365553","MADD","11",47247189,"","MAP-kinase activating death domain-containing protein isoform a","FCTX",0.74778802975235,0.00748443645712402,0.4559385983846,0.994688424085358
"cg21537939","40066","2",109730450,"-","septin 10 isoform 2","PONS",0.747940872818592,0.010645089260215,0.456077531912057,0.754669728219121
"cg07014174","KRTAP11-1","21",31175631,"","keratin associated protein 11-1","FCTX",0.747263489347666,0.0149416694901912,0.456254005687059,0.994688424085358
"cg03900284","P518","9",132759516,"","RF(Arg-Phe)amide family 26 amino acid peptide","FCTX",0.747252388576243,0.0119449274976356,0.456260681946186,0.994688424085358
"cg08700651","IL28RA","1",24386069,"-","interleukin 28 receptor; alpha isoform 1","TCTX",0.746660592048787,0.00643966828737124,0.456704944687631,0.973634788646489
"cg22747092","BTBD14A","9",138127639,"-","BTB (POZ) domain containing 14A","PONS",-0.746541378025764,-0.00717823407096977,0.456918731799129,0.755232649430077
"cg24408313","BCL2","18",59139445,"-","B-cell lymphoma protein 2 beta isoform","PONS",0.74635001845985,0.00927558139655989,0.457048139262776,0.755232649430077
"cg07090813","PHGDH","1",120055853,"+","phosphoglycerate dehydrogenase","FCTX",0.745798336523291,0.00605567108078522,0.457135662484033,0.994688424085358
"cg08707819","RCOR1","14",102129144,"+","REST corepressor 1","TCTX",-0.74590598806602,-0.0119088513296701,0.457159009314343,0.973634788646489
"cg26264314","NALP5","19",61202777,"+","NACHT; LRR and PYD containing protein 5","FCTX",-0.745754545279952,-0.0241299037121663,0.457162028787313,0.994688424085358
"cg08469834","CASP4","11",104344284,"","caspase 4 isoform alpha precursor","PONS",-0.745791151365466,-0.0132965949308188,0.457370037034124,0.755243700023268
"cg09173897","KIAA1622","14",93709485,"+","HEAT-like repeat-containing protein isoform 2","TCTX",-0.745351656104912,-0.00609186934118691,0.457492728588498,0.973634788646489
"cg05111110","LRFN4","11",66381854,"+","leucine rich repeat and fibronectin type III domain containing 4","CRBLM",0.745617073570322,0.0168970503664558,0.457503655860219,0.757552701756106
"cg02633817","FXYD3","19",40298572,"","FXYD domain containing ion transport regulator 3 isoform 2 precursor","TCTX",-0.745198963951501,-0.0199346320905078,0.45758467673011,0.973634788646489
"cg01658815","ABLIM1","10",116434030,"","actin-binding LIM protein 1 isoform a","FCTX",0.744843357810606,0.0120652989940888,0.457710842340952,0.994688424085358
"cg21550442","FLJ36445","19",41191679,"","hypothetical protein LOC163183","FCTX",0.744831540515673,0.0132768793120964,0.457717962423228,0.994688424085358
"cg03752885","DAPK3","19",3920736,"","death-associated protein kinase 3","CRBLM",0.74483012885973,0.0115059266154843,0.457977348146639,0.757813346795129
"cg07549194","TIP39","19",54618888,"","tuberoinfundibular 39 residue protein precursor","PONS",0.744548237492952,0.00870232693476403,0.45811828047541,0.75529545042131
"cg05149586","SDSL","12",112344252,"","serine dehydratase-like","TCTX",-0.744041869159876,-0.0077068852164013,0.458281797158318,0.973634788646489
"cg15207619","CAB39L","13",48873644,"","calcium binding protein 39-like isoform 2","FCTX",-0.743882905164127,-0.0105713756318202,0.458289733336175,0.994688424085358
"cg17777592","CAB39L","13",48873419,"","calcium binding protein 39-like isoform 2","TCTX",0.743911366612656,0.00581494082389721,0.458360459474794,0.973634788646489
"cg16773028","KCNA2","1",110949862,"","potassium voltage-gated channel; shaker-related subfamily; member 2","FCTX",-0.743663777033104,-0.0143446610220108,0.458421866008132,0.994688424085358
"cg02989257","COL16A1","1",31941861,"","alpha 1 type XVI collagen precursor","PONS",-0.743951298608372,-0.00949149757597532,0.45847788941223,0.75529545042131
"cg25943276","C11orf39","11",131038494,"-","hypothetical protein LOC399980","PONS",-0.743789897504494,-0.0104159279815512,0.458575148485109,0.75529545042131
"cg18138484","CABP2","11",67047602,"","calcium binding protein 2 isoform 2","TCTX",-0.743525374944502,-0.00659350072979682,0.458593166450862,0.973634788646489
"cg16794682","CCND1","11",69170132,"+","cyclin D1","FCTX",0.74325327974938,0.0104900717557817,0.458669451040354,0.994688424085358
"cg17496921","TSPAN16","19",11267993,"","transmembrane 4 superfamily member 16","TCTX",0.743352481368852,0.0109626165938384,0.458697422412795,0.973634788646489
"cg23013864","CAP2","6",17501375,"","adenylyl cyclase-associated protein 2","CRBLM",0.74355245633559,0.00813969396144381,0.458747022239927,0.758110380330808
"cg26746469","KIAA0406","20",36096704,"","hypothetical protein LOC9675","TCTX",-0.743266062572117,-0.0117828981285492,0.458749538556178,0.973634788646489
"cg21145624","MEIS3","19",52614711,"-","Meis1; myeloid ecotropic viral integration site 1 homolog 3 isoform 2","FCTX",-0.743082595727831,-0.00491034022278588,0.458772418760083,0.994688424085358
"cg06197492","H19","11",1973181,"-","","FCTX",0.742840499029704,0.00915883229675984,0.458928863058199,0.994688424085358
"cg23886755","PHC2","1",33613753,"","polyhomeotic 2-like isoform a","FCTX",0.742744890341121,0.00651731584444184,0.458976183261129,0.994688424085358
"cg21092324","MMRN1","4",91035333,"","multimerin 1","PONS",-0.742875755021486,-0.0112210245596143,0.459126224965276,0.75529545042131
"cg11692021","GNB3","12",6819733,"","guanine nucleotide-binding protein; beta-3 subunit","CRBLM",0.742736326540528,0.00953273137575049,0.459239045973363,0.758110380330808
"cg02310296","MMP9","20",44070765,"","matrix metalloproteinase 9 preproprotein","PONS",-0.742214173759429,-0.00704196090405381,0.459525283322837,0.75529545042131
"cg14564494","CBR3","21",36428781,"","carbonyl reductase 3","CRBLM",0.742117466805642,0.00978668834828348,0.459612340352015,0.758110380330808
"cg01015871","MT4","16",55156689,"","metallothionein IV","PONS",0.741842341424097,0.00654926060626512,0.459749654782316,0.75529545042131
"cg07790638","LOC91431","4",113728024,"","prematurely terminated mRNA decay factor-like","TCTX",-0.741597272947928,-0.0157538097051485,0.459756585685908,0.973634788646489
"cg18085517","TRPM1","15",29181577,"","transient receptor potential cation channel; subfamily M; member 1","PONS",-0.7416496295763,-0.0143218909420108,0.459865965621455,0.75529545042131
"cg12757143","C9orf112","9",139593525,"-","hypothetical protein LOC92715","CRBLM",0.741290282484494,0.00666084177723021,0.460111564382559,0.758110380330808
"cg17095731","LRP8","1",53566901,"-","low density lipoprotein receptor-related protein 8 isoform 3 precursor","CRBLM",-0.741274805983288,-0.00755849099225475,0.460120907723931,0.758110380330808
"cg15447486","GPR109B","12",121767629,"","G protein-coupled receptor 109B","PONS",0.741211146852121,0.0055903385199662,0.460130673162133,0.75529545042131
"cg17471102","FUT3","19",5802255,"","fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase; Lewis blood group included)","FCTX",0.740676103922426,0.0097787442924857,0.460225565706191,0.994688424085358
"cg07294734","ATP5D","19",1193323,"+","ATP synthase; H+ transporting; mitochondrial F1 complex; delta subunit precursor","CRBLM",0.740996886818439,0.0105050657010884,0.460288709032379,0.758110380330808
"cg09432376","APOL6","22",34374172,"","apolipoprotein L6","CRBLM",-0.740859448097303,-0.0144718787333479,0.460371704249301,0.758110380330808
"cg14396117","MYR8","13",108046048,"","myosin heavy chain Myr 8","TCTX",0.740360915271102,0.00432019290721273,0.460503484832886,0.973634788646489
"cg06800962","TM4SF1","3",150578719,"","transmembrane 4 superfamily member 1","FCTX",-0.740190558159405,-0.0146589884325649,0.460519075374023,0.994688424085358
"cg14865868","TRIB2","2",12773491,"+","tribbles homolog 2","PONS",0.740365100203563,0.00567155021842428,0.460641667026636,0.75529545042131
"cg22780475","CBLC","19",49973366,"+","Cas-Br-M (murine) ecotropic retroviral transforming sequence c","FCTX",0.739616206586652,0.0094803149221696,0.460876725564959,0.994688424085358
"cg02595219","KCNE3","11",73856409,"-","potassium voltage-gated channel; Isk-related family; member 3","PONS",0.739752875174671,0.00889849733024809,0.461011638186519,0.75529545042131
"cg06264060","GPR24","22",39404953,"","G protein-coupled receptor 24","PONS",0.739724019591634,0.00918185836682328,0.461029079936864,0.75529545042131
"cg20401945","ASPHD1","16",29819961,"","hypothetical protein LOC253982","CRBLM",0.739671823397607,0.0059910834485816,0.461089229422584,0.758358510057232
"cg27497781","CHIA","1",111634990,"","eosinophil chemotactic cytokine","CRBLM",0.739562345317391,0.00987674166852906,0.461155404488058,0.758358510057232
"cg24694549","GRIP1","12",65359036,"","glutamate receptor interacting protein 1 isoform 2","FCTX",0.738636142387261,0.0118546382108407,0.461459422757278,0.994688424085358
"cg16977035","ALX4","11",44287050,"-","aristaless-like homeobox 4","PONS",-0.73879308800895,-0.00745672809525752,0.46159198184169,0.75529545042131
"cg13316424","CIZ1","9",130007830,"","Cip1-interacting zinc finger protein","PONS",-0.738769714121705,-0.00383812682127005,0.4616061202224,0.75529545042131
"cg16335762","CMTM3","16",65195420,"+","chemokine-like factor superfamily 3 isoform a","CRBLM",-0.738479757525786,-0.0167257677763072,0.461810074563619,0.758914224042819
"cg03251655","FLJ10260","17",30783625,"","hypothetical protein LOC55106","PONS",-0.738425060977563,-0.0112354788008049,0.461814622231727,0.75529545042131
"cg04001668","GPR56","16",56211848,"+","G protein-coupled receptor 56 isoform b","FCTX",0.737945561034593,0.00430976358209376,0.461877539374846,0.994688424085358
"cg03020951","HMGA1","6",34311865,"+","high mobility group AT-hook 1 isoform a","TCTX",0.738078593542303,0.0143089458320155,0.46188406695353,0.973634788646489
"cg11511443","LMO3","12",16652673,"","LIM domain only 3","TCTX",-0.737401921016208,-0.0108040418061181,0.462293837013428,0.973634788646489
"cg24603941","MIA2","14",38773053,"","melanoma inhibitory activity 2","PONS",0.737492621356552,0.00905149227187646,0.462378979711288,0.755702616226634
"cg11558474","TMEM2","9",73572563,"-","transmembrane protein 2","TCTX",0.737003476055917,0.00721450809612716,0.462535217873221,0.973634788646489
"cg12727795","PDGFRB","5",149515888,"-","platelet-derived growth factor receptor beta precursor","FCTX",-0.736747990240247,-0.01361527960673,0.46260312277154,0.994688424085358
"cg26215727","SCNN1A","12",6355798,"","sodium channel; nonvoltage-gated 1 alpha","FCTX",0.736677486417172,0.00930104711755831,0.462656133366285,0.994688424085358
"cg01472101","CLEC10A","17",6924715,"","C-type lectin; superfamily member 14 isoform 2","FCTX",0.736318134779801,0.0148422978352147,0.462863720087174,0.994688424085358
"cg17589341","SLC14A1","18",41558077,"","RACH1","FCTX",0.736269356164987,0.0121346691918359,0.462893297062665,0.994688424085358
"cg25661884","RDH8","19",9985267,"","retinol dehydrogenase 8 (all-trans)","FCTX",0.73596424812802,0.00810990247978861,0.463078323896669,0.994688424085358
"cg18133957","APC2","19",1401493,"+","adenomatosis polyposis coli 2","TCTX",-0.735887982954088,-0.00906017234477912,0.463211370134243,0.973634788646489
"cg07864297","ESRRB","14",75907322,"","estrogen-related receptor beta","PONS",-0.735846712655935,-0.00654415498116882,0.463376114318662,0.756816066739955
"cg08397758","C10orf33","10",100164843,"","hypothetical protein LOC84795","CRBLM",-0.735911243406836,-0.0211990677085841,0.463380036588149,0.75941248404579
"cg12437481","MRPL28","16",360113,"-","mitochondrial ribosomal protein L28","CRBLM",0.735676583025063,0.0178011236270801,0.463507672295802,0.75941248404579
"cg26612644","KCTD2","17",70553480,"","potassium channel tetramerisation domain containing 2","TCTX",-0.735373980483002,-0.00769339672304105,0.463546602191272,0.973634788646489
"cg06330621","ZCCHC14","16",86082962,"-","zinc finger; CCHC domain containing 14","TCTX",-0.735094009110522,-0.01208232271483,0.463692974168283,0.973634788646489
